,label,userID
129,0,U10351
130,1,U846
131,0,U2567
132,0,U9637
133,1,U1797
134,0,U9118
135,0,U7326
136,1,U8846
137,0,U8683
138,1,U4899
139,0,U4479
140,0,U6491
141,1,U9825
142,0,U8098
143,0,U8539
144,1,U9062
145,0,U5130
146,0,U9760
147,1,U8083
148,0,U9014
149,0,U9102
150,0,U704
151,0,U9293
152,0,U6988
153,0,U8726
154,0,U9381
155,0,U10429
156,0,U9345
157,0,U9122
158,0,U9333
159,0,U6897
160,0,U10009
161,0,U5799
162,0,U274
163,0,U8194
164,0,U7736
165,0,U3114
166,0,U4870
167,0,U1183
168,0,U6303
169,0,U4028
170,0,U5317
171,0,U705
172,0,U10312
173,0,U2921
174,0,U7107
175,0,U9907
176,0,U7782
177,0,U9243
178,0,U2525
179,0,U8133
180,0,U2114
181,0,U6670
182,0,U7948
183,0,U5481
184,0,U6909
185,0,U10302
186,0,U9089
187,0,U9501
188,0,U4013
189,0,U10051
190,0,U9180
191,0,U10407
192,0,U2415
193,0,U9474
194,0,U9101
195,0,U8771
196,0,U6348
197,0,U9663
198,0,U10303
199,0,U9303
200,0,U7899
201,0,U8766
202,0,U10005
203,0,U9264
204,0,U9766
205,0,U6164
206,0,U8114
207,0,U692
208,0,U8380
209,0,U5327
210,0,U4060
211,0,U4298
212,0,U5506
213,0,U8907
214,0,U4506
215,0,U5279
216,0,U5533
217,0,U5237
218,0,U8784
219,0,U3697
220,0,U6185
221,0,U9232
222,0,U3657
223,0,U8956
224,0,U6107
225,0,U8586
226,0,U4105
227,0,U8886
228,0,U5046
229,0,U9080
230,0,U9564
231,0,U1056
232,0,U5301
233,0,U9953
234,0,U9908
235,0,U1074
236,0,U9602
237,0,U8143
238,0,U9026
239,0,U9898
240,0,U9149
241,0,U9562
242,0,U7590
243,0,U9736
244,0,U9218
245,0,U9642
246,0,U6480
247,0,U7900
248,0,U9730
249,0,U5813
250,0,U6815
251,0,U9275
252,0,U8412
253,0,U1889
254,0,U9363
255,0,U2414
256,0,U6944
257,0,U5083
258,0,U10245
259,0,U8819
260,0,U8992
261,0,U697
262,0,U8264
263,0,U6413
264,0,U8706
265,0,U7427
266,0,U5543
267,0,U5319
268,0,U3790
269,0,U1912
270,0,U7284
271,0,U3119
272,0,U9041
273,0,U7370
274,0,U8756
275,0,U6046
276,0,U252
277,0,U9759
278,0,U3033
279,0,U7472
280,0,U1325
281,0,U357
282,0,U8686
283,0,U5313
284,0,U8609
285,0,U7141
286,0,U5702
287,0,U7974
288,0,U6990
289,0,U7035
290,0,U313
291,0,U4600
292,0,U9696
293,0,U7598
294,0,U695
295,0,U8181
296,0,U9288
297,0,U8778
298,0,U155
299,0,U3507
300,0,U5377
301,0,U377
302,0,U7231
303,0,U10272
304,0,U8062
305,0,U2394
306,0,U8266
307,0,U8404
308,0,U6242
309,0,U2381
310,0,U4279
311,0,U6344
312,0,U10255
313,0,U9922
314,0,U9906
315,0,U9455
316,0,U9681
317,0,U7290
318,0,U8821
319,0,U9757
320,0,U9208
321,0,U3892
322,0,U2403
323,0,U2446
324,0,U6687
325,0,U4995
326,0,U9459
327,0,U1757
328,0,U8906
329,0,U5475
330,0,U10018
331,0,U6679
332,0,U8692
333,0,U7199
334,0,U8265
335,0,U8782
336,0,U696
337,0,U7611
338,0,U9820
339,0,U8008
340,0,U9880
341,0,U6508
342,0,U9690
343,0,U9154
344,0,U9049
345,0,U8678
346,0,U9185
347,0,U7959
348,0,U921
349,0,U7955
350,0,U8165
351,0,U6967
352,0,U9178
353,0,U7176
354,0,U10154
355,0,U7648
356,0,U9183
357,0,U4679
358,0,U10000
359,0,U7639
360,0,U6970
361,0,U5744
362,0,U7351
363,0,U1903
364,0,U6139
365,0,U6678
366,0,U9258
367,0,U8107
368,0,U9783
369,0,U9798
370,0,U8466
371,0,U10329
372,0,U5290
373,0,U8670
374,0,U7656
375,0,U9571
376,0,U3951
377,0,U2143
378,0,U4992
379,0,U3092
380,0,U5587
381,0,U10179
382,0,U9199
383,0,U9207
384,0,U8117
385,0,U4890
386,0,U728
387,0,U10111
388,0,U9356
389,0,U3111
390,0,U291
391,0,U3843
392,0,U8947
393,0,U6017
394,0,U4705
395,0,U9841
396,0,U1833
397,0,U136
398,0,U7997
399,0,U8558
400,0,U5517
401,0,U2379
402,0,U9914
403,0,U5035
404,0,U5388
405,0,U8605
406,0,U4650
407,0,U7851
408,0,U5325
409,0,U2317
410,0,U9166
411,0,U4840
412,0,U968
413,0,U7124
414,0,U9086
415,0,U3502
416,0,U6125
417,0,U1513
418,0,U8946
419,0,U9210
420,0,U6121
421,0,U7416
422,0,U6596
423,0,U9885
424,0,U10015
425,0,U5405
426,0,U10206
427,0,U7025
428,0,U9452
429,0,U9354
430,0,U7845
431,0,U9040
432,0,U7170
433,0,U9952
434,0,U9748
435,0,U169
436,0,U8635
437,0,U6509
438,0,U9422
439,0,U7349
440,0,U9877
441,0,U8951
442,0,U6294
443,0,U3955
444,0,U9604
445,0,U9873
446,0,U8930
447,0,U9399
448,0,U7417
449,0,U10290
450,0,U8009
451,0,U4387
452,0,U5192
453,0,U8398
454,0,U6742
455,0,U9740
456,0,U9780
457,0,U9956
458,0,U5478
459,0,U2412
460,0,U8563
461,0,U5273
462,0,U6347
463,0,U9822
464,0,U6750
465,0,U2645
466,0,U7077
467,0,U7575
468,0,U7999
469,0,U3647
470,0,U384
471,0,U5131
472,0,U6611
473,0,U9045
474,0,U5984
475,0,U6663
476,0,U4836
477,0,U5361
478,0,U8681
479,0,U10265
480,0,U1935
481,0,U7316
482,0,U5230
483,0,U9460
484,0,U10200
485,0,U807
486,0,U1008
487,0,U1807
488,0,U5000
489,0,U4546
490,0,U10017
491,0,U8119
492,0,U2400
493,0,U5775
494,0,U9532
495,0,U9044
496,0,U6365
497,0,U8996
498,0,U952
499,0,U6451
500,0,U8721
501,0,U6658
502,0,U8521
503,0,U9772
504,0,U8482
505,0,U8121
506,0,U8376
507,0,U9173
508,0,U102
509,0,U10011
510,0,U9551
511,0,U10271
512,0,U7810
513,0,U8440
514,0,U9133
515,0,U4583
516,0,U4811
517,0,U2572
518,0,U5390
519,0,U5838
520,0,U7733
521,0,U9144
522,0,U7638
523,0,U1655
524,0,U9911
525,0,U3631
526,0,U6854
527,0,U8750
528,0,U10227
529,0,U2010
530,0,U7954
531,0,U7876
532,0,U5705
533,0,U6613
534,0,U4555
535,0,U6008
536,0,U5853
537,0,U8758
538,0,U9617
539,0,U8660
540,0,U9123
541,0,U4831
542,0,U5387
543,0,U2362
544,0,U2920
545,0,U5651
546,0,U9463
547,0,U5029
548,0,U5797
549,0,U9177
550,0,U7508
551,0,U6392
552,0,U8501
553,0,U9704
554,0,U1431
555,0,U8893
556,0,U3515
557,0,U5219
558,0,U5681
559,0,U8868
560,0,U5549
561,0,U10003
562,0,U8714
563,0,U4832
564,0,U2868
565,0,U5686
566,0,U2237
567,0,U658
568,0,U2560
569,0,U5223
570,0,U8725
571,0,U7754
572,0,U3797
573,0,U9698
574,0,U4030
575,0,U1704
576,0,U6167
577,0,U9935
578,0,U5458
579,0,U9302
580,0,U796
581,0,U8525
582,0,U7114
583,0,U7556
584,0,U7248
585,0,U7127
586,0,U4412
587,0,U7635
588,0,U3882
589,0,U1663
590,0,U2551
591,0,U1629
592,0,U9918
593,0,U3161
594,0,U1168
595,0,U7367
596,0,U6631
597,1,U1500
598,1,U3690
599,0,U7694
600,1,U5684
601,0,U5240
602,1,U767
603,0,U9179
604,1,U2285
605,0,U7848
606,0,U8915
607,1,U6994
608,0,U7286
609,1,U10171
610,0,U7185
611,1,U3300
612,0,U9678
613,1,U10214
614,0,U5553
615,1,U6714
616,0,U5837
617,0,U3089
618,1,U4445
619,1,U6700
620,0,U8305
621,0,U5221
622,1,U7920
623,1,U5139
624,1,U2024
625,0,U4816
626,1,U2861
627,0,U4978
628,0,U4043
629,1,U4892
630,1,U5906
631,0,U4559
632,0,U10044
633,0,U8056
634,0,U8658
635,1,U5675
636,1,U1174
637,0,U110
638,1,U9139
639,1,U2506
640,0,U5776
641,1,U10118
642,0,U8851
643,1,U95
644,1,U5683
645,0,U6999
646,1,U1351
647,0,U256
648,0,U8844
649,1,U4482
650,0,U5903
651,0,U7365
652,1,U3611
653,0,U9315
654,1,U5672
655,0,U5801
656,1,U5309
657,1,U8613
658,0,U9352
659,1,U605
660,1,U5974
661,0,U9975
662,0,U7238
663,0,U456
664,1,U1699
665,0,U8665
666,1,U5014
667,1,U1763
668,0,U5654
669,0,U7949
670,1,U5777
671,0,U10309
672,0,U8710
673,1,U4160
674,0,U4736
675,0,U5323
676,1,U8145
677,1,U5328
678,0,U7457
679,0,U7166
680,1,U4100
681,0,U488
682,1,U1186
683,0,U5378
684,1,U7216
685,0,U7322
686,1,U7302
687,0,U7872
688,1,U8843
689,0,U4396
690,1,U7228
691,0,U5315
692,0,U4631
693,1,U7973
694,1,U3011
695,0,U5656
696,0,U8130
697,1,U9904
698,0,U2146
699,1,U4586
700,0,U3343
701,1,U7596
702,0,U9633
703,0,U10280
704,1,U2524
705,1,U5668
706,0,U6823
707,0,U9810
708,1,U8876
709,1,U9705
710,0,U468
711,0,U6136
712,1,U4951
713,0,U1673
714,1,U2869
715,0,U10224
716,1,U3511
717,0,U9439
718,1,U4437
719,0,U8792
720,1,U3931
721,0,U9415
722,1,U3180
723,0,U5368
724,0,U5643
725,1,U5264
726,0,U8126
727,0,U10205
728,1,U244
729,0,U8246
730,1,U92
731,1,U3181
732,0,U8926
733,1,U9367
734,0,U9074
735,0,U9017
736,0,U7079
737,1,U9622
738,1,U5289
739,0,U8679
740,1,U8800
741,0,U8350
742,0,U6604
743,0,U6214
744,1,U2616
745,1,U6896
746,0,U7118
747,0,U5640
748,0,U4695
749,1,U2785
750,1,U5653
751,1,U5294
752,0,U5645
753,0,U5679
754,1,U4956
755,0,U9860
756,0,U9781
757,1,U9606
758,1,U6805
759,1,U8365
760,0,U9496
761,1,U6607
762,0,U483
763,1,U3139
764,0,U7654
765,1,U5061
766,0,U6019
767,0,U8794
768,1,U637
769,1,U2032
770,0,U414
771,0,U4068
772,1,U8156
773,0,U4472
774,1,U431
775,1,U5505
776,0,U6980
777,1,U3310
778,0,U7215
779,0,U8481
780,0,U9715
781,1,U4879
782,0,U5386
783,0,U6186
784,0,U6996
785,0,U2040
786,1,U6323
787,1,U4428
788,0,U9524
789,1,U2532
790,0,U5637
791,1,U7183
792,1,U1583
793,1,U9536
794,1,U4154
795,1,U3563
796,0,U7413
797,1,U5465
798,0,U9289
799,1,U6981
800,0,U2791
801,1,U2824
802,0,U7494
803,1,U6262
804,0,U3668
805,1,U4125
806,0,U8219
807,0,U6578
808,1,U8675
809,1,U8839
810,0,U7162
811,1,U6233
812,0,U4649
813,1,U9720
814,0,U10317
815,1,U9955
816,0,U9565
817,1,U3005
818,1,U7018
819,1,U4742
820,0,U4987
821,1,U4741
822,0,U4432
823,1,U5685
824,0,U5657
825,1,U8280
826,0,U8432
827,1,U7565
828,0,U10032
829,1,U8444
830,0,U9068
831,1,U2475
832,0,U3867
833,1,U3023
834,0,U8964
835,0,U9856
836,1,U7301
837,1,U7321
838,0,U9301
839,1,U9901
840,0,U5803
841,1,U2939
842,0,U5759
843,1,U7983
844,0,U5909
845,1,U9394
846,0,U5822
847,1,U2827
848,0,U8593
849,0,U2622
850,1,U1037
851,0,U8169
852,1,U2034
853,0,U6685
854,1,U5241
855,0,U6312
856,1,U1885
857,0,U9590
858,1,U1741
859,1,U2872
860,1,U2248
861,0,U2507
862,1,U8962
863,1,U5716
864,0,U2987
865,1,U1369
866,0,U2890
867,1,U597
868,1,U6680
869,0,U8835
870,0,U9245
871,0,U5051
872,1,U7017
873,0,U1418
874,1,U6040
875,0,U308
876,0,U3108
877,0,U8917
878,1,U9827
879,1,U339
880,1,U2230
881,0,U9573
882,0,U7102
883,1,U8090
884,0,U4778
885,0,U8799
886,0,U5175
887,0,U7128
888,1,U5843
889,1,U5400
890,0,U8397
891,1,U453
892,0,U6893
893,0,U5129
894,1,U8409
895,1,U277
896,1,U335
897,0,U10273
898,1,U8020
899,0,U599
900,1,U8974
901,1,U3178
902,0,U2947
903,1,U5644
904,0,U5669
905,1,U5667
906,0,U5247
907,1,U3324
908,1,U1738
909,0,U3075
910,1,U8245
911,0,U4740
912,1,U4578
913,0,U4982
914,0,U8019
915,0,U4057
916,1,U4918
917,0,U7116
918,0,U9567
919,1,U1989
920,1,U8401
921,1,U6963
922,0,U8932
923,1,U2057
924,1,U2907
925,1,U2349
926,0,U4737
927,0,U9388
928,0,U7060
929,0,U484
930,1,U5152
931,1,U94
932,0,U1610
933,1,U9756
934,1,U8816
935,1,U6536
936,0,U3059
937,0,U4696
938,1,U2340
939,1,U6057
940,0,U7407
941,1,U6039
942,0,U7343
943,1,U10377
944,0,U9910
945,0,U5195
946,0,U7672
947,0,U9022
948,1,U3831
949,0,U6287
950,1,U143
951,0,U8708
952,0,U2477
953,1,U6374
954,1,U6386
955,0,U10282
956,1,U8949
957,0,U8775
958,1,U4763
959,0,U7993
960,0,U6394
961,0,U9566
962,1,U3714
963,1,U3829
964,1,U9815
965,0,U7877
966,1,U5733
967,0,U7188
968,1,U1689
969,0,U9192
970,1,U7288
971,0,U9435
972,0,U5614
973,0,U1919
974,0,U5958
975,0,U9222
976,0,U1588
977,1,U700
978,0,U7396
979,1,U7549
980,0,U2017
981,1,U9148
982,1,U1131
983,1,U8908
984,1,U1469
985,0,U1125
986,1,U9959
987,1,U5579
988,1,U3889
989,0,U9121
990,1,U6381
991,0,U6343
992,1,U10254
993,0,U2745
994,1,U4802
995,1,U5206
996,0,U9662
997,0,U7279
998,1,U8831
999,1,U1739
1000,0,U7893
1001,1,U3027
1002,0,U4484
1003,1,U5760
1004,0,U8526
1005,1,U10014
1006,1,U8271
1007,0,U3065
1008,1,U922
1009,0,U340
1010,1,U4451
1011,1,U5737
1012,0,U8616
1013,0,U5665
1014,1,U1073
1015,0,U3587
1016,0,U235
1017,0,U4075
1018,1,U3422
1019,1,U5578
1020,0,U7840
1021,1,U3792
1022,0,U5059
1023,0,U6396
1024,1,U7132
1025,0,U2401
1026,0,U9095
1027,1,U3430
1028,0,U1439
1029,1,U4096
1030,0,U8957
1031,1,U10257
1032,0,U774
1033,1,U8516
1034,0,U5641
1035,1,U9658
1036,1,U6231
1037,0,U8369
1038,1,U4063
1039,0,U7511
1040,1,U9469
1041,0,U8234
1042,0,U403
1043,1,U3640
1044,0,U4548
1045,1,U7385
1046,0,U9117
1047,0,U7662
1048,1,U5987
1049,1,U7029
1050,1,U1624
1051,1,U6196
1052,0,U8408
1053,0,U9007
1054,0,U9056
1055,1,U5232
1056,0,U2773
1057,1,U3859
1058,0,U7203
1059,1,U7566
1060,0,U455
1061,1,U7964
1062,0,U3225
1063,1,U5897
1064,0,U1070
1065,0,U5646
1066,1,U8741
1067,1,U9653
1068,0,U3806
1069,1,U8689
1070,0,U8263
1071,0,U8045
1072,0,U1645
1073,0,U9647
1074,1,U2052
1075,1,U687
1076,1,U3664
1077,1,U6629
1078,0,U2960
1079,0,U8016
1080,1,U3071
1081,0,U5434
1082,1,U3169
1083,0,U7112
1084,1,U5554
1085,0,U7499
1086,1,U6300
1087,0,U1259
1088,0,U3026
1089,1,U4241
1090,0,U4090
1091,1,U10218
1092,1,U5600
1093,0,U7772
1094,1,U1705
1095,0,U8829
1096,1,U1599
1097,0,U3906
1098,1,U6580
1099,0,U5075
1100,1,U7757
1101,0,U7483
1102,1,U2962
1103,1,U4663
1104,0,U5488
1105,1,U6161
1106,0,U3086
1107,1,U2943
1108,0,U1961
1109,1,U2265
1110,1,U2518
1111,0,U2766
1112,0,U247
1113,1,U5826
1114,1,U5125
1115,0,U8853
1116,0,U6923
1117,1,U5971
1118,0,U7825
1119,0,U6436
1120,1,U5692
1121,1,U9502
1122,1,U1576
1123,1,U1428
1124,1,U6788
1125,1,U4669
1126,0,U3341
1127,0,U1230
1128,1,U1773
1129,1,U9531
1130,0,U6506
1131,1,U8054
1132,0,U576
1133,0,U5360
1134,0,U10113
1135,0,U8950
1136,1,U9903
1137,1,U6476
1138,1,U5736
1139,0,U2626
1140,1,U3182
1141,0,U7619
1142,1,U8209
1143,0,U7660
1144,1,U7834
1145,0,U9482
1146,1,U2509
1147,0,U9098
1148,1,U81
1149,0,U9443
1150,1,U1330
1151,0,U2754
1152,0,U9257
1153,0,U7911
1154,1,U8423
1155,1,U6638
1156,1,U8595
1157,1,U427
1158,0,U7925
1159,0,U6703
1160,1,U7958
1161,1,U10372
1162,0,U4719
1163,1,U6105
1164,0,U2411
1165,1,U1007
1166,0,U6692
1167,1,U3196
1168,1,U2193
1169,0,U1157
1170,1,U6130
1171,0,U7976
1172,1,U10021
1173,0,U942
1174,1,U8757
1175,0,U133
1176,1,U3231
1177,1,U8520
1178,0,U6442
1179,0,U4191
1180,0,U7081
1181,1,U1046
1182,1,U137
1183,0,U16
1184,0,U8069
1185,1,U9332
1186,0,U1558
1187,1,U6376
1188,1,U10266
1189,0,U10036
1190,0,U9543
1191,1,U1438
1192,0,U7161
1193,0,U10073
1194,1,U4392
1195,0,U8063
1196,1,U2888
1197,1,U10185
1198,1,U156
1199,0,U4734
1200,1,U4171
1201,1,U6827
1202,0,U9949
1203,1,U4538
1204,1,U7760
1205,0,U4833
1206,1,U1717
1207,0,U9864
1208,0,U4812
1209,1,U9865
1210,1,U7270
1211,0,U8985
1212,0,U5839
1213,1,U6497
1214,1,U777
1215,0,U2542
1216,1,U4503
1217,0,U7094
1218,1,U7006
1219,0,U2806
1220,0,U7201
1221,0,U832
1222,0,U7242
1223,1,U1135
1224,1,U8047
1225,1,U4054
1226,1,U7700
1227,0,U5477
1228,1,U1746
1229,1,U806
1230,0,U10325
1231,1,U4923
1232,0,U9833
1233,1,U7062
1234,1,U3090
1235,0,U4941
1236,0,U5234
1237,1,U1538
1238,1,U8772
1239,1,U6160
1240,1,U634
1241,0,U8330
1242,1,U9350
1243,1,U3523
1244,1,U4911
1245,1,U1751
1246,0,U3613
1247,0,U5664
1248,1,U9235
1249,1,U7015
1250,0,U8737
1251,1,U4944
1252,0,U7524
1253,1,U383
1254,1,U2450
1255,0,U6809
1256,1,U7028
1257,0,U5069
1258,1,U4315
1259,1,U3191
1260,0,U7985
1261,1,U4638
1262,0,U2512
1263,1,U5931
1264,0,U10307
1265,1,U6462
1266,0,U8087
1267,1,U3864
1268,0,U1916
1269,1,U902
1270,1,U3499
1271,1,U4471
1272,0,U5659
1273,0,U5691
1274,1,U8313
1275,1,U4556
1276,0,U7075
1277,1,U6552
1278,0,U7037
1279,1,U3313
1280,1,U544
1281,0,U211
1282,1,U4760
1283,0,U4732
1284,1,U3923
1285,0,U9891
1286,1,U5699
1287,0,U1457
1288,0,U9037
1289,1,U10033
1290,1,U2917
1291,0,U3985
1292,1,U9714
1293,0,U7545
1294,0,U9699
1295,1,U282
1296,1,U3013
1297,0,U6741
1298,1,U1468
1299,0,U7044
1300,0,U7906
1301,1,U2878
1302,1,U905
1303,0,U2273
1304,0,U6516
1305,0,U5921
1306,1,U6849
1307,1,U8547
1308,0,U4064
1309,1,U5426
1310,0,U4639
1311,1,U7355
1312,0,U10362
1313,1,U4116
1314,1,U4031
1315,0,U5612
1316,1,U2650
1317,0,U8895
1318,1,U2641
1319,0,U2870
1320,1,U6882
1321,0,U7253
1322,1,U1650
1323,1,U286
1324,0,U3642
1325,0,U5127
1326,1,U7354
1327,1,U3886
1328,0,U6122
1329,0,U4643
1330,1,U4035
1331,1,U183
1332,0,U8363
1333,1,U6077
1334,0,U9012
1335,1,U5006
1336,1,U23
1337,1,U2800
1338,0,U10104
1339,0,U7320
1340,0,U2053
1341,0,U5652
1342,0,U1394
1343,0,U7040
1344,0,U3091
1345,0,U9120
1346,0,U3595
1347,0,U626
1348,0,U7064
1349,0,U4767
1350,0,U1996
1351,0,U10369
1352,0,U9789
1353,0,U948
1354,0,U1374
1355,0,U6315
1356,0,U3030
1357,0,U3273
1358,0,U8448
1359,0,U1953
1360,0,U7852
1361,0,U1476
1362,0,U3730
1363,0,U9842
1364,0,U6824
1365,0,U10376
1366,0,U3620
1367,0,U8833
1368,0,U6620
1369,0,U7711
1370,0,U9018
1371,0,U7748
1372,0,U4221
1373,0,U8611
1374,0,U8805
1375,0,U3941
1376,0,U6702
1377,0,U9028
1378,0,U4851
1379,0,U3215
1380,0,U2656
1381,0,U194
1382,0,U4846
1383,0,U8644
1384,0,U6074
1385,0,U4213
1386,0,U6829
1387,0,U2534
1388,0,U5693
1389,0,U7947
1390,0,U9960
1391,0,U5732
1392,0,U9719
1393,0,U4224
1394,0,U5922
1395,0,U5660
1396,0,U3229
1397,0,U6928
1398,0,U3952
1399,0,U4413
1400,0,U6156
1401,0,U3828
1402,0,U245
1403,0,U4542
1404,0,U6470
1405,0,U4426
1406,0,U9169
1407,0,U8077
1408,0,U2256
1409,0,U8173
1410,0,U12
1411,0,U5444
1412,0,U2894
1413,0,U5899
1414,0,U3120
1415,0,U2308
1416,0,U7328
1417,0,U8795
1418,0,U3203
1419,0,U7811
1420,0,U2145
1421,0,U9718
1422,0,U4066
1423,0,U5855
1424,0,U8014
1425,0,U7332
1426,0,U9859
1427,0,U8649
1428,0,U10027
1429,0,U1404
1430,0,U5638
1431,0,U7803
1432,0,U6612
1433,0,U5829
1434,0,U8651
1435,0,U8764
1436,0,U10360
1437,0,U7379
1438,0,U4173
1439,0,U2646
1440,0,U2762
1441,0,U3403
1442,0,U8562
1443,0,U6930
1444,0,U1574
1445,0,U5143
1446,0,U3152
1447,0,U3254
1448,0,U5267
1449,0,U8405
1450,0,U1517
1451,0,U874
1452,0,U9503
1453,0,U7714
1454,0,U1390
1455,0,U5007
1456,0,U6226
1457,0,U3110
1458,0,U5374
1459,0,U1399
1460,0,U5419
1461,0,U4803
1462,0,U9311
1463,0,U4263
1464,0,U8590
1465,0,U7701
1466,0,U5053
1467,0,U1979
1468,0,U10208
1469,0,U8559
1470,0,U9664
1471,0,U2876
1472,0,U9552
1473,0,U5727
1474,0,U3037
1475,0,U7214
1476,0,U5353
1477,0,U10221
1478,0,U1774
1479,0,U4231
1480,0,U3078
1481,0,U3578
1482,0,U3805
1483,0,U2859
1484,0,U5189
1485,0,U6170
1486,0,U5905
1487,0,U3826
1488,0,U9939
1489,0,U8258
1490,0,U657
1491,0,U9741
1492,0,U7685
1493,0,U1426
1494,0,U2867
1495,0,U6734
1496,0,U5590
1497,0,U5655
1498,0,U4247
1499,0,U9151
1500,0,U782
1501,0,U4170
1502,0,U529
1503,0,U10182
1504,0,U5690
1505,0,U5288
1506,0,U13
1507,0,U5214
1508,0,U39
1509,0,U3235
1510,0,U9331
1511,0,U6561
1512,0,U275
1513,0,U8981
1514,0,U7090
1515,0,U9359
1516,0,U9225
1517,0,U5467
1518,0,U6182
1519,0,U2210
1520,0,U5820
1521,0,U3128
1522,0,U7425
1523,0,U10281
1524,0,U9053
1525,0,U7729
1526,0,U6636
1527,0,U1845
1528,0,U6778
1529,0,U8523
1530,0,U302
1531,0,U1475
1532,0,U3386
1533,0,U7061
1534,0,U2484
1535,0,U9373
1536,0,U7092
1537,0,U4712
1538,0,U9188
1539,0,U3567
1540,0,U4694
1541,0,U3353
1542,0,U311
1543,0,U6873
1544,0,U2481
1545,0,U4594
1546,0,U6601
1547,0,U503
1548,0,U10153
1549,0,U3726
1550,0,U6892
1551,0,U9869
1552,0,U5411
1553,0,U9732
1554,0,U9913
1555,0,U5793
1556,0,U5462
1557,0,U4029
1558,0,U8740
1559,0,U9744
1560,0,U2091
1561,0,U9912
1562,0,U4713
1563,0,U6414
1564,0,U9610
1565,0,U5884
1566,0,U3267
1567,0,U3767
1568,0,U2605
1569,0,U10215
1570,0,U3807
1571,0,U2831
1572,0,U7200
1573,0,U8038
1574,0,U6615
1575,0,U9189
1576,0,U7645
1577,0,U4212
1578,0,U8206
1579,0,U8251
1580,0,U9448
1581,0,U5632
1582,0,U2255
1583,0,U301
1584,0,U7934
1585,0,U9093
1586,0,U5432
1587,0,U6961
1588,0,U7033
1589,0,U1607
1590,0,U6408
1591,0,U3079
1592,0,U6177
1593,0,U6771
1594,0,U1336
1595,0,U9555
1596,0,U7501
1597,0,U7734
1598,0,U114
1599,0,U3147
1600,0,U7456
1601,0,U7184
1602,0,U5661
1603,0,U2212
1604,0,U8733
1605,0,U5422
1606,0,U2461
1607,0,U7082
1608,0,U4163
1609,0,U10041
1610,0,U6617
1611,0,U4337
1612,0,U6825
1613,0,U228
1614,0,U9338
1615,0,U6964
1616,0,U4717
1617,0,U9651
1618,0,U1869
1619,0,U6465
1620,0,U4564
1621,0,U4522
1622,0,U4135
1623,0,U8654
1624,0,U7091
1625,0,U1002
1626,0,U2541
1627,0,U4008
1628,0,U5208
1629,0,U3940
1630,0,U7330
1631,0,U4056
1632,0,U4295
1633,0,U9599
1634,0,U6099
1635,0,U1501
1636,0,U5992
1637,0,U7478
1638,0,U5917
1639,0,U8743
1640,0,U1795
1641,0,U2449
1642,0,U4791
1643,0,U5281
1644,0,U5631
1645,0,U8454
1646,0,U1358
1647,0,U7063
1648,0,U6528
1649,0,U5556
1650,0,U4468
1651,0,U4391
1652,0,U8210
1653,0,U5788
1654,0,U2110
1655,0,U7744
1656,0,U2769
1657,0,U3876
1658,0,U862
1659,0,U3621
1660,0,U5019
1661,0,U2120
1662,0,U6261
1663,0,U5235
1664,0,U5647
1665,0,U6568
1666,0,U2927
1667,0,U2715
1668,0,U1740
1669,0,U4384
1670,0,U7009
1671,0,U837
1672,0,U240
1673,0,U6784
1674,0,U4253
1675,0,U7649
